HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,HOME_TEAM_LAST_5_HOME_WINS,AWAY_TEAM_LAST_5_HOME_WINS,HOME_TEAM_LAST_5_HOME_DRAWS,AWAY_TEAM_LAST_5_HOME_DRAWS,HOME_TEAM_LAST_5_HOME_LOSSES,AWAY_TEAM_LAST_5_HOME_LOSSES,HOME_TEAM_LAST_5_AWAY_WINS,AWAY_TEAM_LAST_5_AWAY_WINS,HOME_TEAM_LAST_5_AWAY_DRAWS,AWAY_TEAM_LAST_5_AWAY_DRAWS,HOME_TEAM_LAST_5_AWAY_LOSSES,AWAY_TEAM_LAST_5_AWAY_LOSSES,HOME_TEAM_WINS_LAST_5,AWAY_TEAM_WINS_LAST_5,HOME_TEAM_DRAWS_LAST_5,AWAY_TEAM_DRAWS_LAST_5,HOME_TEAM_LOSSES_LAST_5,AWAY_TEAM_LOSSES_LAST_5,HOME_TEAM_GD_LAST_5,AWAY_TEAM_GD_LAST_5,HOME_TEAM_PTS,AWAY_TEAM_PTS,HOME_TEAM_POSITION,AWAY_TEAM_POSITION,HOME_TEAM_SHOTS_LAST_5,AWAY_TEAM_SHOTS_LAST_5,HOME_TEAM_SHOTS_ON_TARGET_LAST_5,AWAY_TEAM_SHOTS_ON_TARGET_LAST_5,H2H_HOME_TEAM_PTS,H2H_AWAY_TEAM_PTS,H2H_HOME_TEAM_GOALS,H2H_AWAY_TEAM_GOALS,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,DIFF_HA_H2H_PTS,DIFF_HA_H2H_GOALS,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Cardiff,West Ham,2013/2014,2014-01-11,L Mason,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,0.0,1.0,2.0,3.0,3.0,-6.0,-5.0,18.0,15.0,17,19,54.0,54.0,15.0,17.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,-1.0,0.0,-1.0,3.0,-2,0.0,-2.0,-3.0,-2.0,0,0,1,0,6,21,21,Home Loss,0.0,2.0,-2.0,2.0
Fulham,Sunderland,2013/2014,2014-01-11,M Dean,2.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,-9.0,0.0,19.0,14.0,16,20,78.0,88.0,28.0,26.0,4.0,4.0,4.0,5.0,0.0,-1.0,1.0,0.0,-3.0,3.0,1.0,-3.0,2.0,-9.0,5.0,-4,-10.0,2.0,0.0,-1.0,0,0,0,0,6,21,21,Home Loss,1.0,4.0,-3.0,5.0
Liverpool,Sunderland,2013/2014,2014-03-26,K Friend,4.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,3.0,11.0,-4.0,65.0,25.0,3,17,90.0,59.0,38.0,15.0,7.0,1.0,7.0,2.0,3.0,-1.0,-2.0,2.0,0.0,-2.0,4.0,-1.0,-3.0,15.0,40.0,-14,31.0,23.0,6.0,5.0,1,0,0,0,8,31,29,Home Win,2.0,1.0,1.0,3.0
Newcastle,Sunderland,2013/2014,2014-02-01,P Dowd,2.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,-2.0,3.0,37.0,21.0,8,17,74.0,74.0,23.0,27.0,1.0,7.0,2.0,6.0,2.0,-1.0,-1.0,1.0,-3.0,2.0,-1.0,-1.0,2.0,-5.0,16.0,-9,0.0,-4.0,-6.0,-4.0,0,0,0,0,7,24,24,Home Loss,0.0,3.0,-3.0,3.0
Stoke,Sunderland,2013/2014,2013-11-23,K Friend,1.0,1.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,3.0,0.0,2.0,3.0,-2.0,-4.0,10.0,7.0,18,19,50.0,34.0,17.0,10.0,2.0,2.0,1.0,1.0,0.0,3.0,-3.0,1.0,-1.0,0.0,-2.0,3.0,-1.0,2.0,3.0,-1,16.0,7.0,0.0,0.0,0,0,0,0,4,12,12,Home Win,2.0,0.0,2.0,2.0
Man City,Sunderland,2013/2014,2014-04-16,M Atkinson,4.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,5.0,10.0,-9.0,70.0,25.0,2,19,78.0,80.0,33.0,23.0,3.0,6.0,3.0,2.0,3.0,-2.0,-1.0,2.0,2.0,-4.0,3.0,1.0,-4.0,19.0,45.0,-17,-2.0,10.0,-3.0,1.0,1,0,0,0,9,33,33,Draw,2.0,2.0,0.0,4.0
Arsenal,Sunderland,2013/2014,2014-02-22,A Marriner,3.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,56.0,24.0,3,17,68.0,59.0,29.0,25.0,7.0,1.0,4.0,1.0,2.0,0.0,-2.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-5.0,32.0,-14,9.0,4.0,6.0,3.0,1,0,0,0,7,27,26,Home Win,4.0,1.0,3.0,5.0
Aston Villa,Sunderland,2013/2014,2013-11-30,N Swarbrick,2.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,2.0,3.0,-2.0,-5.0,15.0,7.0,12,20,69.0,39.0,20.0,11.0,6.0,0.0,7.0,1.0,1.0,0.0,-1.0,2.0,2.0,-4.0,-1.0,2.0,-1.0,3.0,8.0,-8,30.0,9.0,6.0,6.0,0,0,0,0,4,13,13,Draw,0.0,0.0,0.0,0.0
Chelsea,Sunderland,2013/2014,2014-04-19,M Dean,5.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,0.0,1.0,2.0,4.0,8.0,-7.0,75.0,26.0,2,19,101.0,81.0,26.0,24.0,9.0,0.0,9.0,5.0,4.0,-2.0,-2.0,2.0,0.0,-2.0,3.0,-1.0,-2.0,15.0,49.0,-17,20.0,2.0,9.0,4.0,1,0,0,0,9,35,34,Home Loss,1.0,2.0,-1.0,3.0
Everton,Sunderland,2013/2014,2013-12-26,L Probert,3.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,0.0,2.0,9.0,-2.0,34.0,10.0,4,20,85.0,67.0,33.0,18.0,3.0,3.0,2.0,2.0,1.0,2.0,-3.0,2.0,0.0,-2.0,4.0,-2.0,-2.0,11.0,24.0,-16,18.0,15.0,0.0,0.0,0,0,0,0,5,18,18,Home Loss,0.0,1.0,-1.0,1.0
Norwich,Sunderland,2013/2014,2014-03-22,P Dowd,2.0,1.0,3.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,-6.0,-1.0,29.0,25.0,15,18,52.0,65.0,21.0,19.0,5.0,2.0,3.0,2.0,1.0,1.0,-2.0,-3.0,0.0,3.0,-1.0,0.0,1.0,-5.0,4.0,-3,-13.0,2.0,3.0,1.0,0,0,0,0,8,31,28,Home Win,2.0,0.0,2.0,2.0
Man United,Sunderland,2013/2014,2014-05-03,H Webb,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,6.0,0.0,60.0,32.0,7,18,61.0,71.0,27.0,23.0,9.0,0.0,6.0,2.0,1.0,0.0,-1.0,3.0,0.0,-3.0,1.0,-1.0,0.0,6.0,28.0,-11,-10.0,4.0,9.0,4.0,1,0,0,0,10,36,36,Home Loss,0.0,1.0,-1.0,1.0
Tottenham,Sunderland,2013/2014,2014-04-07,L Mason,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,-7.0,-7.0,56.0,25.0,6,19,68.0,74.0,20.0,18.0,9.0,0.0,5.0,2.0,2.0,-2.0,0.0,0.0,1.0,-1.0,2.0,-1.0,-1.0,0.0,31.0,-13,-6.0,2.0,9.0,3.0,1,0,0,0,9,33,31,Home Win,5.0,1.0,4.0,6.0
West Ham,Sunderland,2013/2014,2013-12-14,A Marriner,1.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,4.0,3.0,-6.0,-3.0,13.0,8.0,18,20,62.0,46.0,20.0,13.0,1.0,4.0,1.0,4.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,-3.0,5.0,-2,16.0,7.0,-3.0,-3.0,0,0,0,0,5,16,16,Draw,0.0,0.0,0.0,0.0
Cardiff,Sunderland,2013/2014,2013-12-28,C Foy,2.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,-6.0,-1.0,17.0,13.0,15,20,54.0,73.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,-5.0,4.0,-5,-19.0,-12.0,0.0,0.0,0,0,1,0,5,19,19,Draw,2.0,2.0,0.0,4.0
Fulham,Southampton,2013/2014,2014-02-01,M Jones,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,4.0,2.0,-12.0,-3.0,19.0,32.0,18,9,75.0,72.0,24.0,22.0,2.0,5.0,3.0,5.0,1.0,-1.0,0.0,0.0,-2.0,2.0,0.0,-2.0,2.0,-9.0,-13.0,9,3.0,2.0,-3.0,-2.0,0,0,0,0,7,24,24,Home Loss,0.0,3.0,-3.0,3.0
Newcastle,Southampton,2013/2014,2013-12-14,M Jones,3.0,4.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,4.0,1.0,0.0,1.0,1.0,3.0,1.0,-2.0,26.0,23.0,7,8,66.0,70.0,21.0,25.0,3.0,3.0,4.0,4.0,-1.0,1.0,0.0,1.0,-2.0,1.0,3.0,-1.0,-2.0,3.0,3.0,-1,-4.0,-4.0,0.0,0.0,0,0,0,0,5,16,16,Draw,1.0,1.0,0.0,2.0
Man City,Southampton,2013/2014,2014-04-05,C Foy,4.0,2.0,0.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,11.0,3.0,67.0,48.0,1,8,77.0,75.0,30.0,26.0,4.0,4.0,5.0,6.0,2.0,-2.0,0.0,1.0,1.0,-2.0,1.0,1.0,-2.0,8.0,19.0,-7,2.0,4.0,0.0,-1.0,1,0,0,0,9,31,33,Home Win,4.0,1.0,3.0,5.0
Arsenal,Southampton,2013/2014,2013-11-23,M Clattenburg,4.0,3.0,0.0,2.0,1.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,6.0,7.0,25.0,22.0,1,3,66.0,75.0,29.0,26.0,4.0,1.0,7.0,2.0,1.0,-2.0,1.0,2.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,3.0,-2,-9.0,3.0,3.0,5.0,1,0,0,0,4,12,12,Home Win,2.0,0.0,2.0,2.0
Aston Villa,Southampton,2013/2014,2014-04-19,L Mason,2.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,4.0,3.0,-7.0,1.0,34.0,48.0,14,8,54.0,75.0,18.0,29.0,3.0,6.0,4.0,7.0,0.0,-2.0,2.0,-2.0,2.0,0.0,-1.0,0.0,1.0,-8.0,-14.0,6,-21.0,-11.0,-3.0,-3.0,0,0,0,0,9,34,35,Draw,0.0,0.0,0.0,0.0
Chelsea,Southampton,2013/2014,2013-12-01,M Oliver,4.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,24.0,22.0,3,5,82.0,73.0,28.0,26.0,1.0,4.0,3.0,4.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,2.0,2.0,-2,9.0,2.0,-3.0,-1.0,1,0,0,0,5,13,13,Home Win,3.0,1.0,2.0,4.0
Everton,Southampton,2013/2014,2013-12-29,M Clattenburg,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,34.0,27.0,5,9,89.0,67.0,30.0,27.0,4.0,1.0,3.0,1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,3.0,7.0,-4,22.0,3.0,3.0,2.0,0,0,0,0,5,19,19,Home Win,2.0,1.0,1.0,3.0
Sunderland,Southampton,2013/2014,2014-01-18,C Foy,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,-1.0,17.0,30.0,19,9,79.0,65.0,26.0,20.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,2.0,-2.0,4.0,-13.0,10,14.0,6.0,3.0,1.0,0,0,0,0,6,22,22,Draw,2.0,2.0,0.0,4.0
Swansea,Southampton,2013/2014,2014-05-03,A Taylor,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,5.0,2.0,39.0,52.0,12,8,56.0,64.0,23.0,25.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,3.0,-13.0,4,-8.0,-2.0,-3.0,-2.0,0,0,0,0,10,37,37,Home Loss,0.0,1.0,-1.0,1.0
Tottenham,Southampton,2013/2014,2014-03-23,A Taylor,3.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,-1.0,-1.0,53.0,45.0,6,9,62.0,81.0,20.0,23.0,9.0,0.0,6.0,3.0,2.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,8.0,-3,-19.0,-3.0,9.0,3.0,1,0,0,0,8,31,31,Home Win,3.0,2.0,1.0,5.0
West Ham,Southampton,2013/2014,2014-02-22,M Clattenburg,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,4.0,4.0,28.0,39.0,10,8,45.0,80.0,16.0,30.0,5.0,2.0,5.0,2.0,1.0,-1.0,0.0,-2.0,0.0,2.0,1.0,-2.0,1.0,0.0,-11.0,2,-35.0,-14.0,3.0,3.0,0,0,0,0,7,27,27,Home Win,3.0,1.0,2.0,4.0
Crystal Palace,Southampton,2013/2014,2014-03-08,H Webb,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,-1.0,-1.0,27.0,39.0,15,9,55.0,88.0,21.0,24.0,0.0,3.0,0.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,0.0,0.0,-12.0,6,-33.0,-3.0,-3.0,-2.0,0,0,1,0,8,28,29,Home Loss,0.0,1.0,-1.0,1.0
Hull,Southampton,2013/2014,2014-02-11,M Atkinson,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,-2.0,4.0,27.0,36.0,11,9,67.0,82.0,19.0,28.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,-2.0,0.0,2.0,-1.0,-2.0,3.0,-6.0,-9.0,2,-15.0,-9.0,-3.0,-3.0,0,0,1,0,7,26,26,Home Loss,0.0,1.0,-1.0,1.0
Cardiff,Southampton,2013/2014,2013-12-26,A Marriner,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,-6.0,-4.0,17.0,24.0,15,9,55.0,65.0,15.0,22.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.0,-2.0,-7.0,6,-10.0,-7.0,0.0,0.0,0,0,1,0,5,18,18,Home Loss,0.0,3.0,-3.0,3.0
Fulham,Liverpool,2013/2014,2014-02-12,P Dowd,2.0,4.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0,3.0,1.0,2.0,4.0,0.0,-10.0,10.0,20.0,50.0,20,4,54.0,81.0,18.0,39.0,0.0,9.0,1.0,11.0,-2.0,-1.0,3.0,-1.0,-1.0,2.0,-3.0,-1.0,4.0,-20.0,-30.0,16,-27.0,-21.0,-9.0,-10.0,0,1,0,0,7,26,26,Home Loss,2.0,3.0,-1.0,5.0
Stoke,Liverpool,2013/2014,2014-01-12,A Taylor,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,2.0,-6.0,7.0,22.0,39.0,12,4,46.0,85.0,12.0,32.0,4.0,4.0,3.0,2.0,-2.0,2.0,0.0,-1.0,1.0,0.0,-2.0,2.0,0.0,-13.0,-17.0,8,-39.0,-20.0,0.0,1.0,0,1,0,0,6,21,21,Home Loss,3.0,5.0,-2.0,8.0
West Brom,Liverpool,2013/2014,2014-02-02,K Friend,1.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,-1.0,7.0,22.0,46.0,15,4,65.0,72.0,23.0,34.0,6.0,3.0,6.0,4.0,-3.0,1.0,2.0,-2.0,2.0,0.0,-2.0,1.0,1.0,-8.0,-24.0,11,-7.0,-11.0,3.0,2.0,0,1,0,0,7,24,24,Draw,1.0,1.0,0.0,2.0
Man City,Liverpool,2013/2014,2013-12-26,L Mason,5.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,9.0,12.0,35.0,36.0,3,2,89.0,117.0,32.0,42.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-3.0,-1.0,1,-28.0,-10.0,0.0,0.0,1,1,0,0,5,18,18,Home Win,2.0,1.0,1.0,3.0
Chelsea,Liverpool,2013/2014,2013-12-29,H Webb,4.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,13.0,37.0,36.0,3,4,82.0,120.0,29.0,43.0,2.0,2.0,3.0,3.0,-1.0,1.0,0.0,2.0,-1.0,-1.0,-1.0,1.0,0.0,-11.0,1.0,-1,-38.0,-14.0,0.0,0.0,1,1,0,0,5,19,19,Home Win,2.0,1.0,1.0,3.0
Everton,Liverpool,2013/2014,2013-11-23,P Dowd,3.0,4.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,20.0,23.0,5,2,58.0,98.0,17.0,35.0,2.0,2.0,2.0,2.0,-1.0,2.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-6.0,-3.0,3,-40.0,-18.0,0.0,0.0,0,1,0,0,4,12,12,Draw,3.0,3.0,0.0,6.0
Norwich,Liverpool,2013/2014,2014-04-20,A Marriner,2.0,5.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,-5.0,10.0,32.0,77.0,17,1,53.0,78.0,22.0,33.0,0.0,9.0,3.0,15.0,-3.0,2.0,1.0,-5.0,0.0,5.0,-4.0,0.0,4.0,-15.0,-45.0,16,-25.0,-11.0,-9.0,-12.0,0,1,0,0,9,35,35,Home Loss,2.0,3.0,-1.0,5.0
Man United,Liverpool,2013/2014,2014-03-16,M Clattenburg,3.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0,9.0,48.0,59.0,7,4,84.0,88.0,25.0,37.0,6.0,3.0,4.0,3.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-2.0,1.0,1.0,-5.0,-11.0,3,-4.0,-12.0,3.0,1.0,1,1,0,0,8,29,29,Home Loss,0.0,3.0,-3.0,3.0
Tottenham,Liverpool,2013/2014,2013-12-15,J Moss,1.0,4.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,-5.0,9.0,27.0,30.0,6,3,94.0,112.0,33.0,40.0,3.0,3.0,4.0,4.0,-3.0,2.0,1.0,2.0,-1.0,-1.0,-1.0,0.0,1.0,-14.0,-3.0,3,-18.0,-7.0,0.0,0.0,1,1,0,0,5,16,16,Home Loss,0.0,5.0,-5.0,5.0
West Ham,Liverpool,2013/2014,2014-04-06,A Taylor,4.0,4.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,-3.0,14.0,37.0,71.0,11,1,44.0,80.0,13.0,33.0,1.0,7.0,3.0,7.0,0.0,-1.0,1.0,-2.0,0.0,2.0,-3.0,0.0,3.0,-17.0,-34.0,10,-36.0,-20.0,-6.0,-4.0,0,1,0,0,9,33,33,Home Loss,1.0,2.0,-1.0,3.0
Southampton,Liverpool,2013/2014,2014-03-01,L Probert,1.0,4.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,10.0,39.0,56.0,9,4,88.0,96.0,27.0,41.0,6.0,3.0,4.0,2.0,-3.0,1.0,2.0,1.0,0.0,-1.0,-2.0,1.0,1.0,-8.0,-17.0,5,-8.0,-14.0,3.0,2.0,0,1,0,0,8,28,28,Home Loss,0.0,3.0,-3.0,3.0
Crystal Palace,Liverpool,2013/2014,2014-05-05,M Clattenburg,2.0,5.0,0.0,0.0,3.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,4.0,5.0,43.0,80.0,11,2,48.0,78.0,21.0,31.0,0.0,3.0,1.0,3.0,-3.0,0.0,3.0,-3.0,2.0,1.0,0.0,0.0,0.0,-1.0,-37.0,9,-30.0,-10.0,-3.0,-2.0,0,1,1,0,10,37,37,Draw,3.0,3.0,0.0,6.0
Hull,Liverpool,2013/2014,2013-12-01,H Webb,2.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,-5.0,5.0,14.0,24.0,13,2,69.0,96.0,11.0,33.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,-3.0,3.0,-1.0,-2.0,3.0,-10.0,-10.0,11,-27.0,-22.0,0.0,0.0,0,1,1,0,5,13,13,Home Win,3.0,1.0,2.0,4.0
Cardiff,Liverpool,2013/2014,2014-03-22,N Swarbrick,2.0,4.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,5.0,1.0,0.0,3.0,0.0,-4.0,12.0,25.0,62.0,18,4,72.0,93.0,22.0,41.0,0.0,3.0,1.0,3.0,-2.0,0.0,2.0,-4.0,-1.0,5.0,-4.0,1.0,3.0,-16.0,-37.0,14,-21.0,-19.0,-3.0,-2.0,0,1,1,0,8,31,30,Home Loss,3.0,6.0,-3.0,9.0
Fulham,Chelsea,2013/2014,2014-03-01,M Clattenburg,1.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,-6.0,5.0,21.0,60.0,20,2,46.0,115.0,17.0,35.0,1.0,7.0,0.0,5.0,-3.0,-1.0,4.0,-2.0,-1.0,3.0,-3.0,0.0,3.0,-11.0,-39.0,18,-69.0,-18.0,-6.0,-5.0,0,1,0,0,8,28,28,Home Loss,1.0,3.0,-2.0,4.0
Liverpool,Chelsea,2013/2014,2014-04-27,M Atkinson,5.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,8.0,8.0,80.0,75.0,1,3,73.0,117.0,30.0,39.0,2.0,5.0,4.0,5.0,0.0,0.0,0.0,3.0,-1.0,-2.0,2.0,0.0,-2.0,0.0,5.0,-2,-44.0,-9.0,-3.0,-1.0,1,1,0,0,9,36,36,Home Loss,0.0,2.0,-2.0,2.0
Stoke,Chelsea,2013/2014,2013-12-07,J Moss,1.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,-2.0,4.0,14.0,30.0,15,2,53.0,85.0,16.0,29.0,0.0,6.0,0.0,5.0,-3.0,2.0,1.0,-2.0,0.0,2.0,-2.0,2.0,0.0,-6.0,-16.0,13,-32.0,-13.0,-6.0,-5.0,0,1,0,0,5,15,15,Home Win,3.0,2.0,1.0,5.0
West Brom,Chelsea,2013/2014,2014-02-11,A Taylor,1.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,-4.0,8.0,23.0,56.0,18,1,58.0,102.0,22.0,34.0,4.0,4.0,4.0,4.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-4.0,1.0,3.0,-12.0,-33.0,17,-44.0,-12.0,0.0,0.0,0,1,0,0,7,26,26,Draw,1.0,1.0,0.0,2.0
Man City,Chelsea,2013/2014,2014-02-03,M Dean,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,10.0,8.0,53.0,50.0,1,3,99.0,88.0,33.0,30.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,2.0,3.0,-2,11.0,3.0,0.0,1.0,1,1,0,0,7,24,24,Home Loss,0.0,1.0,-1.0,1.0
Arsenal,Chelsea,2013/2014,2013-12-23,M Dean,4.0,4.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,4.0,6.0,35.0,33.0,1,3,67.0,86.0,28.0,33.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,-2.0,2.0,-2,-19.0,-5.0,-6.0,-2.0,1,1,0,0,5,17,17,Draw,0.0,0.0,0.0,0.0
