HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Bournemouth,Wolves,2018/2019,2019-02-23,R East,0.0,1.0,-1.0,-3.0,-1.0,4.0,-1.0,-1.0,2.0,-4.0,-6.0,4,-6.0,-4.0,0,0,0,1,7,27,27,Draw,1.0,1.0,0.0,2.0
Watford,Wolves,2018/2019,2019-04-27,S Hooper,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,3.0,-1.0,1,5.0,15.0,0,0,0,1,9,36,36,Home Loss,1.0,2.0,-1.0,3.0
Huddersfield,Wolves,2018/2019,2019-02-26,D Coote,-3.0,0.0,3.0,-2.0,-1.0,3.0,-3.0,-2.0,5.0,-18.0,-29.0,12,-34.0,-15.0,0,0,0,1,7,28,28,Home Win,1.0,0.0,1.0,1.0
Fulham,Huddersfield,2018/2019,2018-12-29,K Friend,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,3.0,-3.0,2.0,1.0,-1,-4.0,8.0,0,0,1,0,5,20,20,Home Win,1.0,0.0,1.0,1.0
Liverpool,Huddersfield,2018/2019,2019-04-26,K Friend,4.0,0.0,-4.0,2.0,3.0,-5.0,5.0,0.0,-5.0,19.0,74.0,-18,19.0,9.0,1,0,0,0,9,36,36,Home Win,5.0,0.0,5.0,5.0
Newcastle,Huddersfield,2018/2019,2019-02-23,K Friend,2.0,1.0,-3.0,1.0,0.0,-1.0,2.0,0.0,-2.0,12.0,14.0,-4,-1.0,1.0,0,0,0,0,7,27,27,Home Win,2.0,0.0,2.0,2.0
Arsenal,Huddersfield,2018/2019,2018-12-08,P Tierney,2.0,1.0,-3.0,3.0,0.0,-3.0,0.0,2.0,-2.0,2.0,21.0,-13,4.0,-1.0,1,0,0,0,5,16,16,Home Win,1.0,0.0,1.0,1.0
Chelsea,Huddersfield,2018/2019,2019-02-02,P Tierney,3.0,1.0,-4.0,3.0,-1.0,-2.0,2.0,0.0,-2.0,2.0,36.0,-15,16.0,11.0,1,0,0,0,7,25,25,Home Win,5.0,0.0,5.0,5.0
Wolves,Huddersfield,2018/2019,2018-11-25,K Friend,1.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,9.0,-8,0.0,3.0,0,0,1,0,4,13,13,Home Loss,0.0,2.0,-2.0,2.0
Man United,Huddersfield,2018/2019,2018-12-26,J Moss,2.0,1.0,-3.0,0.0,1.0,-1.0,2.0,2.0,-4.0,11.0,19.0,-13,-3.0,16.0,1,0,0,0,5,19,19,Home Win,3.0,1.0,2.0,4.0
Tottenham,Huddersfield,2018/2019,2019-04-13,L Mason,3.0,1.0,-4.0,2.0,0.0,-2.0,1.0,1.0,-2.0,7.0,50.0,-17,18.0,1.0,1,0,0,0,9,33,34,Home Win,4.0,0.0,4.0,4.0
West Ham,Huddersfield,2018/2019,2019-03-16,J Moss,2.0,2.0,-4.0,0.0,0.0,0.0,1.0,1.0,-2.0,6.0,25.0,-11,1.0,3.0,0,0,0,0,8,31,31,Home Win,4.0,3.0,1.0,7.0
Southampton,Huddersfield,2018/2019,2019-05-12,L Probert,2.0,1.0,-3.0,1.0,1.0,-2.0,1.0,1.0,-2.0,10.0,23.0,-4,27.0,9.0,0,0,0,0,10,38,38,Draw,1.0,1.0,0.0,2.0
Crystal Palace,Huddersfield,2018/2019,2019-03-30,L Probert,0.0,1.0,-1.0,3.0,0.0,-3.0,1.0,1.0,-2.0,7.0,19.0,-5,27.0,5.0,0,0,0,0,8,31,32,Home Win,2.0,0.0,2.0,2.0
Cardiff,Huddersfield,2018/2019,2019-01-12,L Mason,2.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-2.0,0.0,8.0,-4,-13.0,-3.0,0,0,1,0,6,22,22,Draw,0.0,0.0,0.0,0.0
Bournemouth,Huddersfield,2018/2019,2018-12-04,R East,1.0,0.0,-1.0,1.0,-2.0,1.0,-1.0,-1.0,2.0,-1.0,10.0,-7,0.0,-2.0,0,0,0,0,5,15,15,Home Win,2.0,1.0,1.0,3.0
Brighton,Huddersfield,2018/2019,2019-03-02,M Dean,1.0,2.0,-3.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,13.0,-4,26.0,8.0,0,0,0,0,8,28,29,Home Win,1.0,0.0,1.0,1.0
Fulham,Tottenham,2018/2019,2019-01-20,C Pawson,-2.0,2.0,0.0,-4.0,1.0,3.0,-2.0,2.0,0.0,-12.0,-34.0,16,-21.0,-9.0,0,1,1,0,6,23,23,Home Loss,1.0,2.0,-1.0,3.0
Liverpool,Tottenham,2018/2019,2019-03-31,M Atkinson,1.0,1.0,-2.0,-1.0,3.0,-2.0,2.0,1.0,-3.0,10.0,15.0,-1,11.0,6.0,1,1,0,0,8,32,31,Home Win,2.0,1.0,1.0,3.0
Man City,Tottenham,2018/2019,2019-04-20,M Oliver,1.0,-1.0,0.0,3.0,0.0,-3.0,3.0,-1.0,-2.0,5.0,16.0,-2,28.0,15.0,1,1,0,0,9,34,34,Home Win,1.0,0.0,1.0,1.0
Arsenal,Tottenham,2018/2019,2018-12-02,M Dean,,,,-2.0,1.0,1.0,-2.0,3.0,-1.0,-1.0,-3.0,2,15.0,-3.0,1,1,0,0,5,14,14,Home Win,4.0,2.0,2.0,6.0
Chelsea,Tottenham,2018/2019,2019-02-27,A Marriner,0.0,1.0,-1.0,-1.0,0.0,1.0,-2.0,0.0,2.0,-10.0,-10.0,2,-12.0,2.0,1,1,0,0,7,27,28,Home Win,2.0,0.0,2.0,2.0
Everton,Tottenham,2018/2019,2018-12-23,P Tierney,0.0,2.0,-2.0,-3.0,1.0,2.0,-3.0,2.0,1.0,-7.0,-15.0,5,1.0,-7.0,0,1,0,0,5,18,18,Home Loss,2.0,6.0,-4.0,8.0
Southampton,Tottenham,2018/2019,2019-03-09,K Friend,-1.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,1.0,-2.0,-34.0,14,-15.0,4.0,0,1,0,0,8,30,30,Home Win,2.0,1.0,1.0,3.0
Crystal Palace,Tottenham,2018/2019,2018-11-10,J Moss,,,,-2.0,0.0,2.0,-4.0,1.0,3.0,-10.0,-16.0,10,-2.0,-10.0,0,1,0,0,4,12,12,Home Loss,0.0,1.0,-1.0,1.0
Cardiff,Tottenham,2018/2019,2019-01-01,K Friend,-1.0,0.0,1.0,-4.0,1.0,3.0,-2.0,1.0,1.0,-13.0,-27.0,13,-6.0,-6.0,0,1,1,0,6,21,21,Home Loss,0.0,3.0,-3.0,3.0
Leicester,Tottenham,2018/2019,2018-12-08,C Pawson,-1.0,2.0,-1.0,-2.0,1.0,1.0,-2.0,3.0,-1.0,-1.0,-11.0,6,0.0,-12.0,0,1,0,0,5,16,16,Home Loss,0.0,2.0,-2.0,2.0
Burnley,Tottenham,2018/2019,2019-02-23,M Dean,0.0,1.0,-1.0,-3.0,2.0,1.0,-2.0,3.0,-1.0,-1.0,-33.0,11,-33.0,-10.0,0,1,0,0,7,27,27,Home Win,2.0,1.0,1.0,3.0
Bournemouth,Tottenham,2018/2019,2019-05-04,C Pawson,-4.0,1.0,3.0,2.0,0.0,-2.0,-2.0,1.0,1.0,-5.0,-28.0,11,-45.0,-7.0,0,1,0,0,10,37,37,Home Win,1.0,0.0,1.0,1.0
Fulham,Brighton,2018/2019,2019-01-29,L Probert,-1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,-3.0,-12.0,6,8.0,11.0,0,0,1,0,6,24,24,Home Win,4.0,2.0,2.0,6.0
Arsenal,Brighton,2018/2019,2019-05-05,A Taylor,3.0,0.0,-3.0,1.0,0.0,-1.0,1.0,-2.0,1.0,2.0,31.0,-12,13.0,9.0,1,0,0,0,10,37,37,Draw,1.0,1.0,0.0,2.0
Chelsea,Brighton,2018/2019,2019-04-03,G Scott,1.0,1.0,-2.0,0.0,-1.0,1.0,1.0,1.0,-2.0,4.0,27.0,-8,28.0,5.0,1,0,0,0,9,32,31,Home Win,3.0,0.0,3.0,3.0
Wolves,Brighton,2018/2019,2019-04-20,C Pawson,3.0,0.0,-3.0,0.0,2.0,-2.0,1.0,1.0,-2.0,9.0,14.0,-9,6.0,4.0,0,0,1,0,9,34,34,Draw,0.0,0.0,0.0,0.0
Man United,Brighton,2018/2019,2019-01-19,P Tierney,1.0,0.0,-1.0,1.0,0.0,-1.0,4.0,-2.0,-2.0,14.0,15.0,-7,20.0,25.0,1,0,0,0,6,23,23,Home Win,2.0,1.0,1.0,3.0
Tottenham,Brighton,2018/2019,2019-04-23,C Kavanagh,3.0,0.0,-3.0,0.0,-1.0,1.0,2.0,-1.0,-1.0,14.0,33.0,-14,41.0,21.0,1,0,0,0,9,35,35,Home Win,1.0,0.0,1.0,1.0
West Ham,Brighton,2018/2019,2019-01-02,C Kavanagh,1.0,-2.0,1.0,2.0,2.0,-4.0,2.0,-1.0,-1.0,3.0,2.0,-3,11.0,11.0,0,0,0,0,6,21,21,Draw,2.0,2.0,0.0,4.0
Crystal Palace,Brighton,2018/2019,2019-03-09,C Pawson,0.0,-1.0,1.0,3.0,0.0,-3.0,2.0,0.0,-2.0,9.0,3.0,-1,-4.0,-1.0,0,0,0,0,8,30,29,Home Loss,1.0,2.0,-1.0,3.0
Cardiff,Brighton,2018/2019,2018-11-10,M Atkinson,,,,,,,-2.0,0.0,2.0,-3.0,-9.0,7,34.0,8.0,0,0,1,0,4,12,12,Home Win,2.0,1.0,1.0,3.0
Leicester,Brighton,2018/2019,2019-02-26,L Probert,0.0,-2.0,2.0,2.0,0.0,-2.0,0.0,0.0,0.0,-1.0,5.0,-1,19.0,9.0,0,0,0,0,7,28,27,Home Win,2.0,1.0,1.0,3.0
Burnley,Brighton,2018/2019,2018-12-08,M Atkinson,-1.0,-1.0,2.0,-1.0,1.0,0.0,-2.0,0.0,2.0,-7.0,-12.0,8,-9.0,-4.0,0,0,0,0,5,16,16,Home Win,1.0,0.0,1.0,1.0
Bournemouth,Brighton,2018/2019,2018-12-22,M Dean,-2.0,0.0,2.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-9.0,2.0,-2,-15.0,-2.0,0,0,0,0,5,18,18,Home Win,2.0,0.0,2.0,2.0
Huddersfield,Brighton,2018/2019,2018-12-01,M Oliver,-2.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,3,29.0,11.0,0,0,0,0,5,14,14,Home Loss,1.0,2.0,-1.0,3.0
Fulham,Man United,2018/2019,2019-02-09,P Tierney,-2.0,0.0,2.0,-4.0,1.0,3.0,-3.0,-1.0,4.0,-10.0,-31.0,14,-22.0,-16.0,0,1,1,0,7,26,26,Home Loss,0.0,3.0,-3.0,3.0
Liverpool,Man United,2018/2019,2018-12-16,M Atkinson,2.0,-2.0,0.0,2.0,0.0,-2.0,4.0,-3.0,-1.0,11.0,16.0,-5,15.0,4.0,1,1,0,0,5,17,17,Home Win,3.0,1.0,2.0,4.0
Newcastle,Man United,2018/2019,2019-01-02,A Marriner,-1.0,-1.0,2.0,0.0,1.0,-1.0,-3.0,2.0,1.0,-14.0,-17.0,9,-27.0,-27.0,0,1,0,0,6,21,21,Home Loss,0.0,2.0,-2.0,2.0
Man City,Man United,2018/2019,2018-11-11,A Taylor,,,,,,,1.0,0.0,-1.0,12.0,9.0,-5,23.0,-2.0,1,1,0,0,4,12,12,Home Win,3.0,1.0,2.0,4.0
Arsenal,Man United,2018/2019,2019-03-10,J Moss,2.0,-2.0,0.0,-4.0,1.0,3.0,-1.0,0.0,1.0,-2.0,-1.0,2,-10.0,-6.0,1,1,0,0,8,30,30,Home Win,2.0,0.0,2.0,2.0
Everton,Man United,2018/2019,2019-04-21,P Tierney,-1.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-18.0,4,0.0,4.0,0,1,0,0,9,35,34,Home Win,4.0,0.0,4.0,4.0
Wolves,Man United,2018/2019,2019-04-02,M Dean,0.0,-1.0,1.0,-3.0,2.0,1.0,-2.0,1.0,1.0,-3.0,-17.0,3,-17.0,-12.0,0,1,1,0,9,32,32,Home Win,2.0,1.0,1.0,3.0
Tottenham,Man United,2018/2019,2019-01-13,M Dean,1.0,-2.0,1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,2.0,10.0,-3,-1.0,-11.0,1,1,0,0,6,22,22,Home Loss,0.0,1.0,-1.0,1.0
Southampton,Man United,2018/2019,2018-12-01,K Friend,-3.0,2.0,1.0,-1.0,0.0,1.0,-2.0,1.0,1.0,-6.0,-13.0,11,18.0,-2.0,0,1,0,0,5,14,14,Draw,2.0,2.0,0.0,4.0
Crystal Palace,Man United,2018/2019,2019-02-27,M Atkinson,-3.0,1.0,2.0,-3.0,1.0,2.0,-1.0,0.0,1.0,-1.0,-22.0,8,-6.0,-8.0,0,1,0,0,7,28,28,Home Loss,1.0,3.0,-2.0,4.0
Cardiff,Man United,2018/2019,2018-12-22,M Oliver,2.0,-3.0,1.0,-1.0,-2.0,3.0,1.0,-3.0,2.0,-3.0,-12.0,10,-3.0,-14.0,0,1,1,0,5,18,18,Home Loss,1.0,5.0,-4.0,6.0
Leicester,Man United,2018/2019,2019-02-03,M Dean,-2.0,-1.0,3.0,-1.0,0.0,1.0,-3.0,0.0,3.0,-9.0,-13.0,5,-20.0,-12.0,0,1,0,0,7,25,25,Home Loss,0.0,1.0,-1.0,1.0
Huddersfield,Man United,2018/2019,2019-05-05,L Mason,-2.0,-1.0,3.0,-2.0,0.0,2.0,-1.0,-1.0,2.0,-9.0,-51.0,14,-8.0,-1.0,0,1,0,0,10,37,37,Draw,1.0,1.0,0.0,2.0
Fulham,Chelsea,2018/2019,2019-03-03,G Scott,-1.0,0.0,1.0,-2.0,1.0,1.0,-1.0,0.0,1.0,-2.0,-36.0,15,-1.0,-1.0,0,1,1,0,8,29,28,Home Loss,1.0,2.0,-1.0,3.0
Liverpool,Chelsea,2018/2019,2019-04-14,M Oliver,0.0,0.0,0.0,0.0,3.0,-3.0,1.0,0.0,-1.0,2.0,16.0,-3,-12.0,-3.0,1,1,0,0,9,34,34,Home Win,2.0,0.0,2.0,2.0
Man City,Chelsea,2018/2019,2019-02-10,M Dean,1.0,-1.0,0.0,-1.0,0.0,1.0,2.0,-1.0,-1.0,9.0,12.0,-2,8.0,6.0,1,1,0,0,7,27,26,Home Win,6.0,0.0,6.0,6.0
Arsenal,Chelsea,2018/2019,2019-01-19,A Taylor,2.0,-1.0,-1.0,-2.0,2.0,0.0,-1.0,0.0,1.0,-2.0,-6.0,1,-14.0,-2.0,1,1,0,0,6,23,23,Home Win,2.0,0.0,2.0,2.0
Everton,Chelsea,2018/2019,2019-03-17,A Taylor,-2.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0,2.0,-3.0,-20.0,7,-49.0,-10.0,0,1,0,0,8,31,30,Home Win,2.0,0.0,2.0,2.0
Wolves,Chelsea,2018/2019,2018-12-05,J Moss,0.0,-3.0,3.0,-1.0,1.0,0.0,-3.0,0.0,3.0,-11.0,-15.0,9,-3.0,-3.0,0,1,1,0,5,15,15,Home Win,2.0,1.0,1.0,3.0
Man United,Chelsea,2018/2019,2019-04-28,M Atkinson,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,2.0,-9.0,-3.0,2,-23.0,-11.0,1,1,0,0,9,36,36,Draw,1.0,1.0,0.0,2.0
Tottenham,Chelsea,2018/2019,2018-11-24,M Atkinson,,,,0.0,-1.0,1.0,1.0,-2.0,1.0,-6.0,-1.0,1,-42.0,-10.0,1,1,0,0,4,13,13,Home Win,3.0,1.0,2.0,4.0
Crystal Palace,Chelsea,2018/2019,2018-12-30,C Pawson,-1.0,0.0,1.0,-3.0,1.0,2.0,-1.0,1.0,0.0,-3.0,-21.0,10,8.0,-2.0,0,1,0,0,5,20,20,Home Loss,0.0,1.0,-1.0,1.0
Cardiff,Chelsea,2018/2019,2019-03-31,C Pawson,-1.0,0.0,1.0,1.0,1.0,-2.0,0.0,-1.0,1.0,-1.0,-29.0,12,-26.0,-3.0,0,1,1,0,8,31,31,Home Loss,1.0,2.0,-1.0,3.0
Leicester,Chelsea,2018/2019,2019-05-12,A Taylor,1.0,-2.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,-20.0,6,-7.0,2.0,0,1,0,0,10,38,38,Draw,0.0,0.0,0.0,0.0
Bournemouth,Chelsea,2018/2019,2019-01-30,R East,1.0,-1.0,0.0,-3.0,0.0,3.0,-2.0,0.0,2.0,-9.0,-17.0,8,10.0,9.0,0,1,0,0,6,24,24,Home Win,4.0,0.0,4.0,4.0
Watford,Chelsea,2018/2019,2018-12-26,M Atkinson,-1.0,-2.0,3.0,-2.0,2.0,0.0,-1.0,1.0,0.0,-3.0,-10.0,2,-6.0,-2.0,0,1,0,0,5,19,19,Home Loss,1.0,2.0,-1.0,3.0
Brighton,Chelsea,2018/2019,2018-12-16,S Attwell,1.0,-2.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-13.0,7,-11.0,-7.0,0,1,0,0,5,17,17,Home Loss,1.0,2.0,-1.0,3.0
Fulham,Liverpool,2018/2019,2019-03-17,C Pawson,-2.0,-1.0,3.0,-1.0,-3.0,4.0,-3.0,-2.0,5.0,-20.0,-56.0,17,-24.0,-8.0,0,1,1,0,8,31,31,Home Loss,1.0,2.0,-1.0,3.0
Newcastle,Liverpool,2018/2019,2019-05-04,A Marriner,-1.0,0.0,1.0,-2.0,0.0,2.0,-3.0,1.0,2.0,-12.0,-49.0,11,-28.0,-10.0,0,1,0,0,10,37,37,Home Loss,2.0,3.0,-1.0,5.0
Man City,Liverpool,2018/2019,2019-01-03,A Taylor,-1.0,0.0,1.0,-1.0,-1.0,2.0,-3.0,0.0,3.0,-16.0,-7.0,1,-21.0,-15.0,1,1,0,0,6,21,21,Home Win,2.0,1.0,1.0,3.0
Everton,Liverpool,2018/2019,2019-03-03,M Atkinson,-3.0,-1.0,4.0,0.0,-2.0,2.0,0.0,-3.0,3.0,-9.0,-33.0,8,-19.0,-11.0,0,1,0,0,8,29,29,Draw,0.0,0.0,0.0,0.0
Wolves,Liverpool,2018/2019,2018-12-21,C Pawson,-2.0,-1.0,3.0,-3.0,1.0,2.0,-2.0,0.0,2.0,-11.0,-20.0,6,-35.0,-19.0,0,1,1,0,5,18,18,Home Loss,0.0,2.0,-2.0,2.0
Man United,Liverpool,2018/2019,2019-02-24,M Oliver,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-14.0,3,16.0,5.0,1,1,0,0,7,27,27,Draw,0.0,0.0,0.0,0.0
West Ham,Liverpool,2018/2019,2019-02-04,K Friend,-2.0,1.0,1.0,-1.0,0.0,1.0,-2.0,0.0,2.0,-11.0,-30.0,11,-13.0,-16.0,0,1,0,0,7,25,25,Draw,1.0,1.0,0.0,2.0
Southampton,Liverpool,2018/2019,2019-04-05,P Tierney,-1.0,0.0,1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-8.0,-46.0,14,-32.0,-10.0,0,1,0,0,9,32,33,Home Loss,1.0,3.0,-2.0,4.0
Cardiff,Liverpool,2018/2019,2019-04-21,M Atkinson,-2.0,-1.0,3.0,-1.0,-3.0,4.0,-3.0,0.0,3.0,-9.0,-54.0,16,-33.0,-10.0,0,1,1,0,9,35,35,Home Loss,0.0,2.0,-2.0,2.0
Burnley,Liverpool,2018/2019,2018-12-05,S Attwell,-3.0,0.0,3.0,-2.0,-1.0,3.0,-4.0,0.0,4.0,-18.0,-27.0,17,-41.0,-19.0,0,1,0,0,5,15,15,Home Loss,1.0,3.0,-2.0,4.0
Bournemouth,Liverpool,2018/2019,2018-12-08,L Mason,-2.0,0.0,2.0,-1.0,-2.0,3.0,-3.0,-1.0,4.0,-12.0,-16.0,5,-24.0,-14.0,0,1,0,0,5,16,16,Home Loss,0.0,4.0,-4.0,4.0
Watford,Liverpool,2018/2019,2018-11-24,J Moss,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-6.0,-10.0,6,-7.0,-4.0,0,1,0,0,4,13,13,Home Loss,0.0,3.0,-3.0,3.0
Brighton,Liverpool,2018/2019,2019-01-12,K Friend,-3.0,2.0,1.0,-3.0,0.0,3.0,-3.0,2.0,1.0,-13.0,-28.0,12,-37.0,-21.0,0,1,0,0,6,22,22,Home Loss,0.0,1.0,-1.0,1.0
Fulham,Man City,2018/2019,2019-03-30,K Friend,-4.0,0.0,4.0,-4.0,0.0,4.0,-5.0,0.0,5.0,-20.0,-57.0,18,-45.0,-17.0,0,1,1,0,8,32,31,Home Loss,0.0,2.0,-2.0,2.0
Newcastle,Man City,2018/2019,2019-01-29,P Tierney,-3.0,1.0,2.0,-1.0,2.0,-1.0,-3.0,1.0,2.0,-12.0,-35.0,15,-17.0,-12.0,0,1,0,0,6,24,24,Home Win,2.0,1.0,1.0,3.0
Chelsea,Man City,2018/2019,2018-12-08,M Oliver,-3.0,3.0,0.0,-1.0,0.0,1.0,-3.0,1.0,2.0,-13.0,-10.0,4,1.0,-8.0,1,1,0,0,5,16,16,Home Win,2.0,0.0,2.0,2.0
Everton,Man City,2018/2019,2019-02-06,C Pawson,-3.0,1.0,2.0,-1.0,0.0,1.0,-2.0,0.0,2.0,-9.0,-26.0,7,-14.0,-17.0,0,1,0,0,7,26,26,Home Loss,0.0,2.0,-2.0,2.0
Man United,Man City,2018/2019,2019-04-24,A Marriner,-2.0,2.0,0.0,-1.0,0.0,1.0,-3.0,0.0,3.0,-14.0,-22.0,5,-44.0,-19.0,1,1,0,0,9,35,35,Home Loss,0.0,2.0,-2.0,2.0
West Ham,Man City,2018/2019,2018-11-24,A Marriner,-3.0,1.0,2.0,-2.0,-1.0,3.0,-3.0,1.0,2.0,-13.0,-20.0,12,-3.0,-5.0,0,1,0,0,4,13,13,Home Loss,0.0,4.0,-4.0,4.0
Southampton,Man City,2018/2019,2018-12-30,P Tierney,-4.0,3.0,1.0,-3.0,1.0,2.0,0.0,0.0,0.0,0.0,-29.0,13,-6.0,-1.0,0,1,0,0,5,20,20,Home Loss,1.0,3.0,-2.0,4.0
Crystal Palace,Man City,2018/2019,2019-04-14,M Atkinson,-3.0,1.0,2.0,-2.0,1.0,1.0,-2.0,0.0,2.0,-6.0,-41.0,11,-61.0,-27.0,0,1,0,0,9,34,33,Home Loss,1.0,3.0,-2.0,4.0
Leicester,Man City,2018/2019,2018-12-26,M Dean,-4.0,2.0,2.0,-2.0,1.0,1.0,-1.0,1.0,0.0,-2.0,-19.0,7,-26.0,-11.0,0,1,0,0,5,19,19,Home Win,2.0,1.0,1.0,3.0
Burnley,Man City,2018/2019,2019-04-28,P Tierney,-2.0,0.0,2.0,-3.0,1.0,2.0,-2.0,1.0,1.0,-4.0,-49.0,14,-45.0,-17.0,0,1,0,0,9,36,36,Home Loss,0.0,1.0,-1.0,1.0
Bournemouth,Man City,2018/2019,2019-03-02,K Friend,-1.0,2.0,-1.0,-3.0,0.0,3.0,-3.0,1.0,2.0,-15.0,-34.0,10,-25.0,-17.0,0,1,0,0,8,29,29,Home Loss,0.0,1.0,-1.0,1.0
Watford,Man City,2018/2019,2018-12-04,P Tierney,-3.0,0.0,3.0,-2.0,0.0,2.0,-4.0,1.0,3.0,-17.0,-18.0,8,-20.0,-17.0,0,1,0,0,5,15,15,Home Loss,1.0,2.0,-1.0,3.0
Brighton,Man City,2018/2019,2019-05-12,M Oliver,-4.0,1.0,3.0,-4.0,1.0,3.0,-5.0,3.0,2.0,-10.0,-59.0,16,-42.0,-17.0,0,1,0,0,10,38,38,Home Loss,1.0,4.0,-3.0,5.0
Huddersfield,Man City,2018/2019,2019-01-20,A Marriner,-4.0,1.0,3.0,-2.0,0.0,2.0,-3.0,1.0,2.0,-10.0,-42.0,18,-19.0,-12.0,0,1,0,0,6,23,23,Home Loss,0.0,3.0,-3.0,3.0
Fulham,Everton,2018/2019,2019-04-13,L Probert,-1.0,-1.0,2.0,-3.0,0.0,3.0,-3.0,-1.0,4.0,-13.0,-29.0,9,-22.0,-12.0,0,0,1,0,9,34,34,Home Win,2.0,0.0,2.0,2.0
Liverpool,Everton,2018/2019,2018-12-02,C Kavanagh,1.0,0.0,-1.0,2.0,0.0,-2.0,1.0,0.0,-1.0,5.0,11.0,-4,3.0,5.0,1,0,0,0,5,14,14,Home Win,1.0,0.0,1.0,1.0
Newcastle,Everton,2018/2019,2019-03-09,L Mason,3.0,0.0,-3.0,-2.0,2.0,0.0,1.0,0.0,-1.0,3.0,-6.0,5,30.0,6.0,0,0,0,0,8,30,30,Home Win,3.0,2.0,1.0,5.0
Man City,Everton,2018/2019,2018-12-15,C Pawson,1.0,-1.0,0.0,3.0,0.0,-3.0,3.0,-3.0,0.0,7.0,17.0,-5,9.0,8.0,1,0,0,0,5,17,17,Home Win,3.0,1.0,2.0,4.0
Chelsea,Everton,2018/2019,2018-11-11,K Friend,0.0,1.0,-1.0,,,,-1.0,2.0,-1.0,2.0,9.0,-7,7.0,3.0,1,0,0,0,4,12,12,Draw,0.0,0.0,0.0,0.0
Tottenham,Everton,2018/2019,2019-05-12,A Marriner,0.0,0.0,0.0,-2.0,-1.0,3.0,-1.0,-1.0,2.0,-3.0,17.0,-4,-2.0,-1.0,1,0,0,0,10,38,38,Draw,2.0,2.0,0.0,4.0
West Ham,Everton,2018/2019,2019-03-30,P Tierney,3.0,0.0,-3.0,-2.0,1.0,1.0,1.0,-1.0,0.0,-1.0,2.0,-2,8.0,-3.0,0,0,0,0,8,32,32,Home Loss,0.0,2.0,-2.0,2.0
Southampton,Everton,2018/2019,2019-01-19,G Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-11.0,6,-25.0,2.0,0,0,0,0,6,23,23,Home Win,2.0,1.0,1.0,3.0
Crystal Palace,Everton,2018/2019,2019-04-27,L Mason,-1.0,0.0,1.0,1.0,1.0,-2.0,-1.0,0.0,1.0,-7.0,-7.0,3,-28.0,-15.0,0,0,0,0,9,36,36,Draw,0.0,0.0,0.0,0.0
Cardiff,Everton,2018/2019,2019-02-26,K Friend,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-8.0,6,18.0,1.0,0,0,1,0,7,28,28,Home Loss,0.0,3.0,-3.0,3.0
Burnley,Everton,2018/2019,2018-12-26,M Oliver,-2.0,-1.0,3.0,-1.0,0.0,1.0,1.0,-2.0,1.0,1.0,-12.0,6,-20.0,-4.0,0,0,0,0,5,19,19,Home Loss,1.0,5.0,-4.0,6.0
Watford,Everton,2018/2019,2019-02-09,L Probert,0.0,1.0,-1.0,0.0,2.0,-2.0,-1.0,3.0,-2.0,2.0,1.0,-1,1.0,-5.0,0,0,0,0,7,26,27,Home Win,1.0,0.0,1.0,1.0
